Date,Open,High,Low,Close,Volume,Adj Close
2014-12-01,2065.78003,2093.55005,1972.56006,2058.8999,3788631300,2058.8999
2014-11-03,2018.20996,2075.76001,2001.01001,2067.56006,3479201500,2067.56006
2014-10-01,1971.43994,2018.18994,1820.66003,2018.05005,4260310800,2018.05005
2014-09-02,2004.06995,2019.26001,1964.04004,1972.29004,3364623800,1972.29004
2014-08-01,1929.80005,2005.04004,1904.78003,2003.37,2875718500,2003.37
2014-07-01,1962.29004,1991.39001,1930.67004,1930.67004,3214440400,1930.67004
2014-06-02,1923.87,1968.17004,1915.97998,1960.22998,3158130000,1960.22998
2014-05-01,1884.39001,1924.03003,1859.79004,1923.56995,3185100900,1923.56995
2014-04-01,1873.95996,1897.28003,1814.35999,1883.94995,3589287600,1883.94995
2014-03-03,1857.68005,1883.96997,1834.43994,1872.33997,3579015700,1872.33997
2014-02-03,1782.68005,1867.92004,1737.92004,1859.44995,3875949400,1859.44995
2014-01-02,1845.85999,1850.83997,1770.44995,1782.58997,3806266600,1782.58997
2013-12-02,1806.55005,1849.43994,1767.98999,1848.35999,3203412300,1848.35999
2013-11-01,1758.69995,1813.55005,1746.19995,1805.81006,3261324500,1805.81006
2013-10-01,1682.41003,1775.21997,1646.46997,1756.54004,3498866500,1756.54004
2013-09-03,1635.94995,1729.85999,1633.41003,1681.55005,3474152000,1681.55005
2013-08-01,1689.42004,1709.67004,1627.46997,1632.96997,3069868600,1632.96997
2013-07-01,1609.78003,1698.78003,1604.56995,1685.72998,3270645900,1685.72998
2013-06-03,1631.70996,1654.18994,1560.32996,1606.28003,3996199000,1606.28003
2013-05-01,1597.55005,1687.18005,1581.28003,1630.73999,3661220400,1630.73999
2013-04-01,1569.18005,1597.56995,1536.03003,1597.56995,3674685000,1597.56995
2013-03-01,1514.68005,1570.28003,1501.47998,1569.18994,3591577500,1569.18994
2013-02-01,1498.10999,1530.93994,1485.01001,1514.68005,3851884200,1514.68005
2013-01-02,1426.18994,1509.93994,1426.18994,1498.10999,3802304200,1498.10999
2012-12-03,1416.33997,1448.00,1398.10999,1426.18994,3479625500,1426.18994
2012-11-01,1412.19995,1434.27002,1343.34998,1416.18005,3593110000,1416.18005
2012-10-01,1440.90002,1470.95996,1403.28003,1412.16003,3587115700,1412.16003
2012-09-04,1406.54004,1474.51001,1396.56006,1440.67004,3857553100,1440.67004
2012-08-01,1379.31995,1426.68005,1354.65002,1406.57996,3183567800,1406.57996
2012-07-02,1362.32996,1391.73999,1325.41003,1379.31995,3663113300,1379.31995
2012-06-01,1309.87,1363.45996,1266.73999,1362.16003,4103472300,1362.16003
2012-05-01,1397.85999,1415.31995,1291.97998,1310.32996,4158095900,1310.32996
2012-04-02,1408.46997,1422.38,1357.38,1397.91003,3916786000,1397.91003
2012-03-01,1365.90002,1419.15002,1340.03003,1408.46997,3980752200,1408.46997
2012-02-01,1312.44995,1378.04004,1312.44995,1365.68005,4143404000,1365.68005
2012-01-03,1258.85999,1333.46997,1258.85999,1312.41003,4190155500,1312.41003
2011-12-01,1246.91003,1269.37,1202.37,1257.59998,3667346600,1257.59998
2011-11-01,1251.00,1277.55005,1158.66003,1246.95996,4289379000,1246.95996
2011-10-03,1131.20996,1292.66003,1074.77002,1253.30005,4874946600,1253.30005
2011-09-01,1219.12,1229.29004,1114.21997,1131.42004,5104933800,1131.42004
2011-08-01,1292.58997,1307.38,1101.54004,1218.89001,4942913400,1218.89001
2011-07-01,1320.64001,1356.47998,1282.85999,1292.28003,4308168000,1292.28003
2011-06-01,1345.19995,1345.19995,1258.06995,1320.64001,4105601300,1320.64001
2011-05-02,1365.20996,1370.57996,1311.80005,1345.19995,4114534200,1345.19995
2011-04-01,1329.47998,1364.56006,1294.69995,1363.60999,4042194000,1363.60999
2011-03-01,1328.64001,1332.28003,1249.05005,1325.82996,4046691700,1325.82996
2011-02-01,1289.14001,1344.06995,1289.14001,1327.21997,3182974200,1327.21997
2011-01-03,1257.62,1302.67004,1257.62,1286.12,4816605000,1286.12
2010-12-01,1186.59998,1262.59998,1186.59998,1257.64001,3762922700,1257.64001
2010-11-01,1185.70996,1227.07996,1173.00,1180.55005,4354084200,1180.55005
2010-10-01,1143.48999,1196.14001,1131.87,1183.26001,4432102300,1183.26001
2010-09-01,1049.71997,1157.16003,1049.71997,1141.19995,3993981400,1141.19995
2010-08-02,1107.53003,1129.23999,1039.69995,1049.32996,4080773600,1049.32996
2010-07-01,1031.09998,1120.94995,1010.90997,1101.59998,4704026600,1101.59998
2010-06-01,1087.30005,1131.22998,1028.32996,1030.70996,5235174000,1030.70996
2010-05-03,1188.57996,1205.13,1040.78003,1089.41003,6626699400,1089.41003
2010-04-01,1171.22998,1219.80005,1170.68994,1186.68994,5847150900,1186.68994
2010-03-01,1105.35999,1180.68994,1105.35999,1169.43005,4702951700,1169.43005
2010-02-01,1073.89001,1112.42004,1044.50,1104.48999,4658238400,1104.48999
2010-01-04,1116.56006,1150.44995,1071.58997,1073.87,5071601500,1073.87
2009-12-01,1098.89001,1130.38,1085.89001,1115.09998,4163287200,1115.09998
2009-11-02,1036.18005,1113.68994,1029.38,1095.63,4443852500,1095.63
2009-10-01,1054.91003,1101.35999,1019.95001,1036.18994,5451064000,1036.18994
2009-09-01,1019.52002,1080.15002,991.96997,1057.07996,5633064200,1057.07996
2009-08-03,990.21997,1039.46997,978.51001,1020.62,5764944200,1020.62
2009-07-01,920.82001,996.67999,869.32001,987.47998,5080675400,987.47998
2009-06-01,923.26001,956.22998,888.85999,919.32001,5330941800,919.32001
2009-05-01,872.73999,930.16998,866.09998,919.14001,6883268000,919.14001
2009-04-01,793.59003,888.70001,783.32001,872.81,6938945600,872.81
2009-03-02,729.57001,832.97998,666.78998,797.87,7633306300,797.87
2009-02-02,823.09003,875.01001,734.52002,735.09003,7022036200,735.09003
2009-01-02,902.98999,943.84998,804.29999,825.88,5872061000,825.88
2008-12-01,888.60999,918.84998,815.69,903.25,5320791300,903.25
2008-11-03,968.66998,1007.51001,741.02002,896.23999,6231635200,896.23999
2008-10-01,1164.17004,1167.03003,839.79999,968.75,7226842600,968.75
2008-09-02,1287.82996,1303.04004,1106.42004,1166.35999,6902142800,1166.35999
2008-08-01,1269.42004,1313.15002,1247.44995,1282.82996,4264482300,1282.82996
2008-07-01,1276.68994,1292.17004,1200.43994,1267.38,5923937200,1267.38
2008-06-02,1399.62,1404.05005,1272.00,1280.00,4840303300,1280.00
2008-05-01,1385.96997,1440.23999,1373.06995,1400.38,4039814700,1400.38
2008-04-01,1326.41003,1404.56995,1324.34998,1385.58997,4113069000,1385.58997
2008-03-03,1330.44995,1359.68005,1256.97998,1322.69995,4868908000,1322.69995
2008-02-01,1378.59998,1396.02002,1316.75,1330.63,4148143000,1330.63
2008-01-02,1467.96997,1471.77002,1270.05005,1378.55005,4925982300,1378.55005
2007-12-03,1479.63,1523.56995,1435.65002,1468.35999,3363127500,1468.35999
2007-11-01,1545.79004,1545.79004,1406.09998,1481.14001,4317578500,1481.14001
2007-10-01,1527.29004,1576.08997,1489.56006,1549.38,3477202100,1549.38
2007-09-04,1473.95996,1538.73999,1439.29004,1526.75,3196581500,1526.75
2007-08-01,1455.18005,1503.89001,1370.59998,1473.98999,4091885600,1473.98999
2007-07-02,1504.66003,1555.90002,1454.25,1455.27002,3564854700,1455.27002
2007-06-01,1530.62,1540.56006,1484.18005,1503.34998,3261343300,1503.34998
2007-05-01,1482.37,1535.56006,1476.69995,1530.62,3104253600,1530.62
2007-04-02,1420.82996,1498.02002,1416.37,1482.37,3006294500,1482.37
2007-03-01,1406.80005,1438.89001,1363.97998,1420.85999,3205736800,1420.85999
2007-02-01,1437.90002,1461.56995,1389.42004,1406.81995,2935275700,1406.81995
2007-01-03,1418.03003,1441.60999,1403.96997,1438.23999,2983144500,1438.23999
2006-12-01,1400.63,1431.81006,1385.93005,1418.30005,2462849000,1418.30005
2006-11-01,1377.76001,1407.89001,1360.97998,1400.63,2826198000,1400.63
2006-10-02,1335.81995,1389.44995,1327.09998,1377.93994,2708938600,1377.93994
2006-09-01,1303.80005,1340.28003,1290.93005,1335.84998,2563743500,1335.84998
2006-08-01,1278.53003,1306.73999,1261.30005,1303.81995,2280876500,1303.81995
2006-07-03,1270.06006,1280.42004,1224.54004,1276.66003,2440476000,1276.66003
2006-06-01,1270.05005,1290.68005,1219.29004,1270.19995,2632855400,1270.19995
2006-05-01,1310.60999,1326.69995,1245.33997,1270.08997,2591135900,1270.08997
2006-04-03,1302.88,1318.16003,1280.73999,1310.60999,2406755200,1310.60999
2006-03-01,1280.66003,1310.88,1268.42004,1294.87,2310510800,1294.87
2006-02-01,1280.07996,1297.56995,1253.60999,1280.66003,2380568400,1280.66003
2006-01-03,1248.29004,1294.90002,1245.73999,1280.07996,2595998000,1280.07996
2005-12-01,1249.47998,1275.80005,1246.58997,1248.29004,2057125200,1248.29004
2005-11-01,1207.01001,1270.64001,1201.06995,1249.47998,2260836100,1249.47998
2005-10-03,1228.81006,1233.33997,1168.19995,1207.01001,2493393300,1207.01001
2005-09-01,1220.32996,1243.13,1205.34998,1228.81006,2232144200,1228.81006
2005-08-01,1234.18005,1245.85999,1201.06995,1220.32996,1930243400,1220.32996
2005-07-01,1191.32996,1245.15002,1183.55005,1234.18005,1962713500,1234.18005
2005-06-01,1191.50,1219.58997,1188.30005,1191.32996,1929251300,1191.32996
2005-05-02,1156.84998,1199.56006,1146.18005,1191.50,1960127100,1191.50
2005-04-01,1180.58997,1191.88,1136.15002,1156.84998,2180315700,1156.84998
2005-03-01,1203.59998,1229.10999,1163.68994,1180.58997,1874017200,1180.58997
2005-02-01,1181.27002,1212.43994,1180.94995,1203.59998,1636467800,1203.59998
2005-01-03,1211.92004,1217.80005,1163.75,1181.27002,1658930000,1181.27002
2004-12-01,1173.78003,1217.32996,1173.78003,1211.92004,1449518100,1211.92004
2004-11-01,1130.19995,1188.45996,1127.59998,1173.81995,1524465700,1173.81995
2004-10-01,1114.57996,1142.05005,1090.29004,1130.19995,1571990400,1130.19995
2004-09-01,1104.23999,1131.54004,1099.18005,1114.57996,1360850900,1114.57996
2004-08-02,1101.71997,1109.68005,1060.71997,1104.23999,1260227200,1104.23999
2004-07-01,1140.83997,1140.83997,1078.78003,1101.71997,1456371400,1101.71997
2004-06-01,1120.68005,1146.33997,1113.31995,1140.83997,1381109500,1140.83997
2004-05-03,1107.30005,1127.73999,1076.31995,1120.68005,1524950000,1120.68005
2004-04-01,1126.20996,1150.56995,1107.22998,1107.30005,1583171400,1107.30005
2004-03-01,1144.93994,1163.22998,1087.16003,1126.20996,1528634700,1126.20996
2004-02-02,1131.13,1158.97998,1124.43994,1144.93994,1554000000,1144.93994
2004-01-02,1111.92004,1155.38,1105.07996,1131.13,1722750000,1131.13
2003-12-01,1058.19995,1112.56006,1053.41003,1111.92004,1312119500,1111.92004
